county,state,year,number_of_crimes,geometry,crime_ranking
Barnwell,SC,2001,1,POINT (-81.3587178 33.2448733),1.0
Guadalupe,TX,2001,2,POINT (-96.9227631 28.7519366),0.9995210727969348
Barnstable,MA,2002,8,POINT (-70.2873499 41.6651395),0.996647509578544
Hocking,OH,2002,1,POINT (-82.2657052 39.3678487),1.0
Cherokee,OK,2002,2,POINT (-98.3567403 36.7544746),0.9995210727969348
Erie,PA,2002,7,POINT (-80.0852695 42.1294712),0.9971264367816092
Prince George,VA,2002,2,POINT (-77.288033 37.2204272),0.9995210727969348
Cayuga,NY,2003,2,POINT (-76.7263397 42.9189555),0.9995210727969348
Waller,TX,2003,1,POINT (-95.9250516 30.0640003),1.0
Garland,AR,2004,8,POINT (-93.7099012 33.3629029),0.996647509578544
Santa Cruz,CA,2004,6,POINT (-122.0294673 36.9743626),0.9976053639846744
Montcalm,MI,2004,1,POINT (-85.2521977 43.271685),1.0
Steuben,NY,2004,5,POINT (-75.283127 43.320182),0.9980842911877394
Washington,OH,2004,3,POINT (-83.4390843 39.5364511),0.9990421455938696
Venango,PA,2004,1,POINT (-80.1131125 41.7725563),1.0
Roane,TN,2004,2,POINT (-84.3481296 35.8894436),0.9995210727969348
Caroline,VA,2004,1,POINT (-77.5142047 37.9869876),1.0
Clay,MS,2005,1,POINT (-88.3372675 34.2701035),1.0
Lawrence,TN,2005,1,POINT (-88.7906131 35.6486823),1.0
Marquette,WI,2005,1,POINT (-89.1394699 43.7482648),1.0
Saratoga,NY,2006,2,POINT (-73.6417024 43.0529612),0.9995210727969348
Madison,TX,2006,1,POINT (-97.1249457 33.1118001),1.0
Cherokee,TX,2007,2,POINT (-98.7088377 30.9809367),0.9995210727969348
Columbia,FL,2008,2,POINT (-82.6956787 30.0738438),0.9995210727969348
Macon,GA,2008,1,POINT (-83.6324022 32.8406946),1.0
Bremer,IA,2008,1,POINT (-92.3949044 42.7733139),1.0
Kalamazoo,MI,2008,3,POINT (-85.5872286 42.291707),0.9990421455938696
Ottawa,MI,2008,4,POINT (-84.434191 42.7253498),0.9985632183908046
Cattaraugus,NY,2008,2,POINT (-78.86809 42.329229),0.9995210727969348
Gray,TX,2008,2,POINT (-94.0735169 32.7876413),0.9995210727969348
Charlotte,VA,2008,2,POINT (-78.638334 37.0565362),0.9995210727969348
Gila,AZ,2009,1,POINT (-112.716823 32.9478267),1.0
Boone,KY,2009,3,POINT (-84.316601 37.5175837),0.9990421455938696
Shelby,OH,2009,1,POINT (-82.6618953 40.881436),1.0
Overton,TN,2009,2,POINT (-89.9956448 35.2470321),0.9995210727969348
Wichita,KS,2010,1,POINT (-97.3375448 37.6922361),1.0
Carteret,NC,2010,1,POINT (-77.0630033 34.6915509),1.0
Davidson,TN,2010,66,POINT (-86.7742984 36.1622767),0.9688697318007664
Haywood,TN,2010,2,POINT (-89.2705746 35.5906789),0.9995210727969348
Cowlitz,WA,2010,2,POINT (-122.8426166 46.4587191),0.9995210727969348
La Crosse,WI,2010,3,POINT (-91.2514355 43.8122836),0.9990421455938696
Walton,FL,2011,3,POINT (-80.2561504 27.2998246),0.9990421455938696
Putnam,NY,2011,1,POINT (-73.397255 43.746793),1.0
Kalamazoo,MI,2013,11,POINT (-85.5872286 42.291707),0.9952107279693486
Crawford,MO,2013,2,POINT (-92.2754622 40.474755),0.9995210727969348
Cleveland,OK,2013,5,POINT (-96.4641953 36.3099921),0.9980842911877394
Lincoln,OR,2013,1,POINT (-122.4030776 42.1087496),1.0
Abbeville,SC,2013,4,POINT (-82.3792463 34.1779495),0.9985632183908046
St. Landry,LA,2012,6,POINT (-92.257905 30.8443611),0.9976053639846744
Coos,NH,2012,2,POINT (-71.5678623 44.5061682),0.9995210727969348
Russell,VA,2012,1,POINT (-76.5877289 36.685706),1.0
Allen,LA,2014,2,POINT (-93.2885038 31.8354411),0.9995210727969348
Jefferson,LA,2014,49,POINT (-90.1529006 29.9665206),0.9770114942528736
Defiance,OH,2014,2,POINT (-84.3557802 41.2844933),0.9995210727969348
Lamar,TX,2014,4,POINT (-97.0055455 28.1394565),0.9985632183908046
Rockingham,VA,2014,2,POINT (-79.9219809 37.2143049),0.9995210727969348
Suffolk,VA,2014,3,POINT (-76.5834683 36.7281341),0.9990421455938696
Eau Claire,WI,2014,1,POINT (-91.4984941 44.811349),1.0
Orangeburg,SC,2000,12,POINT (-80.8556476 33.4918203),0.9947318007662836
Knox,TN,2003,27,POINT (-86.7996516 36.1979846),0.9875478927203064
Winnebago,WI,2004,1,POINT (-88.5251126 44.0758178),1.0
Rockdale,GA,2005,3,POINT (-84.4349287 33.7870502),0.9990421455938696
Pulaski,MO,2006,1,POINT (-90.7467863 36.6139471),1.0
Ross,OH,2008,2,POINT (-84.6507966 39.312296),0.9995210727969348
Plaquemines,LA,2013,2,POINT (-89.9770284 29.8966836),0.9995210727969348
Guilford,NC,2012,29,POINT (-79.8980907 36.0768027),0.9865900383141762
Fannin,TX,1995,1,POINT (-97.2358241 28.6955486),1.0
Washington,UT,1995,1,POINT (-113.5082867 37.1305373),1.0
Nottoway,VA,1995,2,POINT (-78.0797604 37.1285656),0.9995210727969348
Thurston,WA,1995,4,POINT (-122.7559395 47.0664407),0.9985632183908046
Duval,FL,1996,105,POINT (-81.8052354 24.5591121),0.950191570881226
Canyon,ID,1996,2,POINT (-116.4126738 47.5751928),0.9995210727969348
Suffolk,NY,1996,44,POINT (-72.475919 40.9914896),0.9794061302681992
Adair,OK,1996,3,POINT (-95.2713584 36.4367575),0.9990421455938696
Pierce,WA,1996,46,POINT (-119.4521747 46.6343532),0.978448275862069
Crittenden,AR,1997,10,POINT (-90.4556579 35.2442546),0.9956896551724138
Sussex,DE,1997,4,POINT (-75.0572667 38.5480137),0.9985632183908046
Jasper,GA,1997,1,POINT (-84.4290918 34.4678687),1.0
Hertford,NC,1997,1,POINT (-76.4660519 36.190158),1.0
Genesee,NY,1997,1,POINT (-78.2481994 42.0470457),1.0
Madison,TN,1997,11,POINT (-86.7138861 36.2561646),0.9952107279693486
Marshall,WV,1997,1,POINT (-81.5359573 38.8248083),1.0
Bryan,GA,1998,1,POINT (-81.5928901 31.8918754),1.0
Giles,TN,1998,1,POINT (-90.0431458 35.3245306),1.0
Hood,TX,1998,4,POINT (-97.3491863 33.5428871),0.9985632183908046
Nicholas,WV,1998,1,POINT (-80.9855884 38.1784065),1.0
Dixie,FL,1999,4,POINT (-82.3025888 28.4349991),0.9985632183908046
Lowndes,GA,1999,12,POINT (-83.2681036 30.807456),0.9947318007662836
Spalding,GA,1999,5,POINT (-83.9985963 32.2935267),0.9980842911877394
Lancaster,NE,1999,9,POINT (-96.7262306 40.8208568),0.9961685823754788
Santa Fe,NM,1999,25,POINT (-105.938456 35.6876096),0.9885057471264368
Westmoreland,PA,1999,11,POINT (-80.1426444 42.070176),0.9952107279693486
Comal,TX,1999,1,POINT (-98.2236219 29.6455041),1.0
Wilson,TX,1999,1,POINT (-101.7252037 33.3206498),1.0
Merrimack,NH,2000,1,POINT (-71.4934004 42.8650864),1.0
Marlboro,SC,2000,6,POINT (-79.7325614 34.5368242),0.9976053639846744
Lawrence,TN,2000,2,POINT (-88.7906131 35.6486823),0.9995210727969348
Eau Claire,WI,2000,1,POINT (-91.4984941 44.811349),1.0
Franklin,LA,2001,2,POINT (-91.5055523 29.7962145),0.9995210727969348
Buncombe,NC,2001,1,POINT (-78.6631185 35.8319402),1.0
Montgomery,TX,2001,15,POINT (-95.6963355 30.3882613),0.9932950191570882
Washington,VA,2001,2,POINT (-78.1593468 38.7129721),0.9995210727969348
Berkeley,WV,2001,3,POINT (-77.9272196 39.5031537),0.9990421455938696
Union,AR,2002,1,POINT (-91.9212608 36.2597887),1.0
Meriwether,GA,2002,2,POINT (-83.2991502 33.1489724),0.9995210727969348
Cass,MO,2002,2,POINT (-94.50706 38.8121435),0.9995210727969348
El Paso,TX,2002,20,POINT (-106.4870404 31.7601164),0.9909003831417624
Grand Isle,VT,2002,1,POINT (-73.2931129 44.722515),1.0
Washington,VT,2002,1,POINT (-72.4326141 44.1058361),1.0
Platte,WY,2002,1,POINT (-106.8066068 41.4527564),1.0
